ID,Name,District,Address,Contact,Homepage,Upvote,Main Entrance Access Road,Handicap Parking,Main Entrance Slope Way,Disabled Escalator,Disabled Toilet,Disabled Lodging Facility,Disabled Seat,Disabled Ticket Office,Service for the visually-impaired,Service for the hearing-impaired,Information Service,Wheelchair Rental
5330,SJ Technoville,Geumcheon-gu,"278, Cherry Blossom-ro, Geumcheon-gu, Seoul",,,0,Y,Y,Y,N,Y,Y,N,N,N,N,N,N
4798,Seodaemun-gu Office,Seodaemun-gu,"248 Yeonhui-ro, Seodaemun-gu, Seoul",02-330-1114,http://www.seodaemun.seoul.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5346,Shinhan Innoplex,Geumcheon-gu,"149 Gasan Digital 1-ro, Geumcheon-gu, Seoul",,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4802,Police office,Seodaemun-gu,"97, Tongil-ro, Seodaemun-gu, Seoul",,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2951,Yeongdeungpo Elementary School,Yeongdeungpo-gu,"10, Gyeongin-ro 88-gil, Yeongdeungpo-gu, Seoul",02-2633-6544,www.ydp.es.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3637,RID ENGLISH ACADEMY,Gangnam-gu,"157 Dogok-ro, Gangnam-gu, Seoul",02-571-2185,http://www.riskinder.org/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3648,Songpa Sky Edu Academy,Songpa-gu,"498, Baekjegobun-ro, Songpa-gu, Seoul",02-414-3370,http://songpa.skyedu.com/,0,Y,Y,N,N,N,N,N,N,N,N,N,N
3172,Nogokjung,Dobong-gu,"95 Nohae-ro 70-gil, Dobong-gu, Seoul",02-996-5232,www.nogok.ms.kr,1,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2613,Myeonbuk Elementary School,Jungnang-gu,"32, Yongmagongwon-ro 5-gil, Jungnang-gu, Seoul",02-433-3338,www.myeonbuk.es.kr/,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
4777,Gangbuk Post Office,Gangbuk-gu,"55, Solmae-ro 50-gil, Gangbuk-gu, Seoul",02-989-4770,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3225,Baemyung Middle and High School,Songpa-gu,"11 Samhaksa-ro, Songpa-gu, Seoul",02-414-5820,www.bm.ms.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3286,Yongsan High School,Yongsan-gu,"60, Dutubbawi-ro, Yongsan-gu, Seoul",02-3706-6700,http://www.yongsan.hs.kr/,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
3290,Duksung Girls' High School,Jongno-gu,"50, Yulgok-ro 3-gil, Jongno-gu, Seoul",02-734-6871,http://www.duksung.hs.kr/,0,N,N,N,N,N,N,N,N,N,N,N,N
2718,Hannam Elementary School,Yongsan-gu,"112, Hannam-daero, Yongsan-gu, Seoul",02-749-2371,www.hannam.es.kr,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
3302,Mirim Academy (Mirim Computerized High School),Gwanak-gu,"546, Hoam-ro, Gwanak-gu, Seoul",02-872-4072,www.e-mirim.hs.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2454,Hanbit Blind School,Gangbuk-gu,"47, Samyang-ro 73ga-gil, Gangbuk-gu, Seoul",02-989-9135,www.hanbit.sc.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2451,Gyonam School,Gangseo-gu,"38, Kachisan-ro 22-gil, Gangseo-gu, Seoul",02-2607-2456,www.kyonam.sc.kr/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N
2463,Yale Kindergarten,Gangseo-gu,"126, Gangseo-ro 47-gil, Gangseo-gu, Seoul",02-2667-6767,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3543,Yonsei University Advanced Science and Technology Research Center,Seodaemun-gu,"50, Yonsei-ro, Seodaemun-gu, Seoul",02-1599-1885,www.yonsei.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2763,Gaehwa Elementary School,Gangseo-gu,"11, Yangcheon-ro, Gangseo-gu, Seoul",02-2662-0492,www.gaehwa.es.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2839,Seoul Hongeun Elementary School,Seodaemun-gu,"105, Segeomjeong-ro, Seodaemun-gu, Seoul",02-391-2196,www.hongeun.es.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
3070,Daishin Middle School (New Building),Jongno-gu,"9 Sajik-ro, Jongno-gu, Seoul",02-736-0317,www.dae-shin.ms.kr,0,Y,N,Y,Y,N,Y,N,N,N,N,N,N
3610,Songphatus Academy,Songpa-gu,"74 Wiryeseong-daero, Songpa-gu, Seoul",02-2202-0961,,0,Y,Y,N,Y,N,N,N,N,N,N,N,N
2574,Seongdong Elementary School,Gwangjin-gu,"63, Jayang-ro 4-gil, Gwangjin-gu, Seoul",02-447-2642,www.sungdong.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1701,Sinchon Holiness Church parish (extension),Mapo-gu,"11, Sinchon-ro 12-gil, Mapo-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
917,Bonn & Bon Orthopedics,Gangseo-gu,"123, Gonghang-daero 43-gil, Gangseo-gu, Seoul",02-3663-9209,http://www.boneclinic.kr/,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
2151,Ewha Womans University Mokdong Hospital Hospital Building,Yangcheon-gu,"1071 Anyangcheon-ro, Yangcheon-gu, Seoul",02-2650-5114,www.eumc.ac.kr/mokdong/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2177,Mizmedi Hospital,Gangseo-gu,"19, Gangseo-ro 47ga-gil, Gangseo-gu, Seoul",02-1588-2701,www.mizmedi.com/wweb/main.asp,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3264,Nowon High School,Nowon-gu,"586 Nowon-ro, Nowon-gu, Seoul",02-937-0078,http://nowon.hs.kr/,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
2206,Nanuri Hospital,Gangseo-gu,"187 Garogongwon-ro, Gangseo-gu, Seoul",02-1688-9797,www.nanoori.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2209,Gildong Elderly Nursing Hospital (Donghwa Building 45th floor),Gangdong-gu,"1165 Cheonho-daero, Gangdong-gu, Seoul",02-483-6400,www.happy-care.co.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
5428,Daelim 2-dong public parking lot,Yeongdeungpo-gu,"21, Digital-ro 37na-gil, Yeongdeungpo-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4711,Yangcheon Post Office,Yangcheon-gu,"117 Mokdongseo-ro, Yangcheon-gu, Seoul",02-2646-0014,http://www.koreapost.go.kr/se/158,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
258,Sinjeong 4-dong Community Center,Yangcheon-gu,"8, Bankjeong-ro 11ga-gil, Yangcheon-gu, Seoul",02-2620-4250,http://www.yangcheon.go.kr/dong/dong0010/dongCenter/main.do,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1992,Cheongnyangni Church,Dongdaemun-gu,"15, Hwangmul-ro, Dongdaemun-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1693,Daekwang Church,Dongdaemun-gu,"11, Hancheon-ro 41-gil, Dongdaemun-gu, Seoul",,,0,Y,N,N,N,N,N,N,N,N,N,N,N
1695,Korean Buddhist Jogye Order Miasa,Gangbuk-gu,"61-10, Samyang-ro 27-gil, Gangbuk-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5882,Korean Buddhist History and Culture Memorial Hall,Jongno-gu,"45, Gyeonji-dong, Jongno-gu, Seoul",,,0,Y,Y,Y,Y,N,N,Y,N,N,N,N,N
5883,Experimental Theater Banjul,Jongno-gu,"12-16, Gwancheol-dong, Jongno-gu, Seoul",,,0,N,N,N,N,N,N,N,N,N,N,N,N
605,Chang 1 Dong Security Center,Dobong-gu,"45, Haedung-ro, Dobong-gu, Seoul",,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1636,Zionsan Church,Geumcheon-gu,"154 Doksan-ro, Geumcheon-gu, Seoul",,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
1663,Yeomni Cathedral,Mapo-gu,"28, Mapo-daero 11ga-gil, Mapo-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1670,Neungwonsa,Dobong-gu,"87, Dobongsan-gil, Dobong-gu, Seoul",,,1,N,Y,N,N,N,N,N,N,N,N,N,N
5872,Namsan Library,Yongsan-gu,"30-84, Huam-dong, Yongsan-gu, Seoul",,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
3108,Hansung Girls' Middle School,Seongbuk-gu,"116, Samseongyo-ro 16-gil, Seongbuk-gu, Seoul",02-742-2542,http://www.hansunggm.net/,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
3363,Yangcheon High School,Yangcheon-gu,"13, Sinjeong-ro 14-gil, Yangcheon-gu, Seoul",02-2605-5997,http://www.yangcheoncschool.net/,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
3368,Hyundai High School,Gangnam-gu,"127 Apgujeong-ro, Gangnam-gu, Seoul",02-546-6323,www.hyundai.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3375,Seoul Technical High School,Dongjak-gu,"46, Daebangdong 1-gil, Dongjak-gu, Seoul",070-8640-3125,www.seoul-th.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3754,Sangsang Language School,Songpa-gu,"1-14 Yangjae-daero 71-gil, Songpa-gu, Seoul",02-417-0880,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2557,Seoul Ansan Elementary School,Seodaemun-gu,"321 Tongil-ro, Seodaemun-gu, Seoul",02-737-4265,www.ansan.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4744,Yongsan Post Office,Yongsan-gu,"118 Hangang-daero, Yongsan-gu, Seoul",02-797-0004,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2913,Seoul Yeonga Elementary School,Seodaemun-gu,"49-50 Jeungseong-ro 12ga-gil, Seodaemun-gu, Seoul",02-372-3044,www.yeonga.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3575,Central Academy,Seocho-gu,"27, Seocho-daero 56-gil, Seocho-gu, Seoul",02-583-0125,www.knteacher.com,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3234,Deokwon Middle School,Gangseo-gu,"91-44, Gangseo-ro 45-gil, Gangseo-gu, Seoul",02-2660-7955,www.deokwon.ms.kr,0,N,N,N,N,N,N,N,N,N,N,N,N
3256,Songpa Technical High School,Songpa-gu,"21, Yangsan-ro, Songpa-gu, Seoul",02-6711-0595,www.songpa-th.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3261,Seoul Foreign Language High School,Dobong-gu,"22, Deokneung-ro 66-gil, Dobong-gu, Seoul",1670-1005,http://www.sfl.hs.kr/,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
3132,Jingwan Middle School,Eunpyeong-gu,"36, Jingwan 4-ro, Eunpyeong-gu, Seoul",02-383-5379,www.jingwan.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
592,Sillim Headquarters Security Center,Gwanak-gu,"12-15, Munseong-ro 25-gil, Gwanak-gu, Seoul",02-853-4667,,0,Y,Y,Y,N,N,N,Y,N,N,N,N,N
5767,Jinseon Girls' High School Auditorium,Gangnam-gu,"713 Yeoksam 2-dong, Gangnam-gu, Seoul",,,0,Y,Y,N,N,N,N,Y,N,N,N,N,N
5781,Post theater,Mapo-gu,"148, Wausan-ro, Mapo-gu, Seoul",,,0,N,N,N,N,N,N,N,N,N,N,N,N
5869,Theater for Musical-Theater S,Yongsan-gu,"Inside Sookmyung Women's University, 53-12, Cheongpa-dong 2-ga, Yongsan-gu, Seoul",,,0,N,N,N,N,N,N,N,N,N,N,N,N
711,Jamsil 2-dong Post Office,Songpa-gu,"147 Olympic-ro, Songpa-gu, Seoul",02-423-2004,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
716,Hongik Post Office,Mapo-gu,"94, Wausan-ro, Mapo-gu, Seoul",02-332-0402,,0,N,Y,N,N,N,N,N,N,N,N,N,N
720,Sindang-dong Post Office,Jung-gu,"11 Dadong-gil, Jung-gu, Seoul",02-2236-0606,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
73,Banghwa 2-dong Community Center,Gangseo-gu,"20 Gaehwadong-ro 23-gil, Gangseo-gu, Seoul",02-2600-5235,http://www.gangseo.seoul.kr/site/dong/index.jsp?dnum=21&dcode=BH2,2,Y,Y,Y,Y,N,N,N,N,N,N,N,N
453,Mangwon 2-dong Security Center,Mapo-gu,"18, World Cup-ro 31-gil, Mapo-gu, Seoul",02-336-4403,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
755,Mapo Post Office,Mapo-gu,"89, Mapo-daero, Mapo-gu, Seoul",02-715-0014,http://www.koreapost.go.kr/se/121/,0,N,Y,Y,Y,N,N,N,N,N,N,N,N
432,Dongmyo Police Box,Jongno-gu,"19, Jongro 58-gil, Jongno-gu, Seoul",02-2252-0547,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
761,Jayangdong Post Office,Gwangjin-gu,"640 Ttukseom-ro, Gwangjin-gu, Seoul",02-455-2004,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
62,The Brumart,Dobong-gu,"19, Banghak-ro 15-gil, Dobong-gu, Seoul",02-3494-2288,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
392,Godeok 1 Public Security Center,Gangdong-gu,"63 Godeok-ro 55-gil, Gangdong-gu, Seoul",,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1442,Korea Horse Association Changdong Branch,Dobong-gu,"14, Nohae-ro 67-gil, Dobong-gu, Seoul",,,1,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1449,Mokdong Wedding Hall,Yangcheon-gu,"272, Gukhoe-daero, Yangcheon-gu, Seoul",,,0,Y,N,N,N,Y,N,N,N,N,N,N,N
728,Geumho 2-ga Post Office,Seongdong-gu,"2, Geumho-ro 11-gil, Seongdong-gu, Seoul",02-2236-0020,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
115,Yongsin-dong Community Center,Dongdaemun-gu,"35, Cheonho-daero 37-gil, Dongdaemun-gu, Seoul",02-2171-6022,http://dong.ddm.go.kr/intro,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
128,Sinsu-dong Complex,Mapo-gu,"192 Dokmak-ro, Mapo-gu, Seoul",02-3153-6680,http://www.mapo.go.kr/CmsWeb/template/sinsu,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1868,Kyungdong First Church,Jungnang-gu,"91, Bonghwasan-ro, Jungnang-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2,Tou Mart Complex 2,Seongdong-gu,"53-14 Majang-ro 37-gil, Seongdong-gu, Seoul",02-227-0276,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1458,Changgwang Church,Seodaemun-gu,"69, Yeonsero 2-gil, Seodaemun-gu, Seoul",,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
409,Leemun Police Box,Dongdaemun-gu,"402, Hancheon-ro, Dongdaemun-gu, Seoul",02-961-8738,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
1759,Sangam-dong Cathedral,Mapo-gu,"36, World Cup-ro 42-gil, Mapo-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
980,Seogye Daemyeong Building,Yongsan-gu,"192, Manrijae-ro, Yongsan-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4001,Seoul Pyeongan Church (Pyeongan Daycare Center),Gwanak-gu,"144 Euncheon-ro, Gwanak-gu, Seoul",02-879-1424,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3922,Duranno Daycare Center,Gangseo-gu,"51 Geumnanghwa-ro 13-gil, Gangseo-gu, Seoul",02-2663-5590,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
4334,Gwanak Yepi Daycare Center,Gwanak-gu,"238, Munseong-ro, Gwanak-gu, Seoul",02-863-7884,,1,Y,Y,Y,N,N,N,N,N,N,N,N,N
4339,Hana Montesori Daycare Center,Eunpyeong-gu,"25-1 Jeungsan-ro 17-gil, Eunpyeong-gu, Seoul",02-375-1233,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5340,Mario-2 Fashion Tower,Geumcheon-gu,"23, Digital-ro 9-gil, Geumcheon-gu, Seoul",02-2109-7000,http://www.mariooutlet.co.kr/web/outlet/mariooutlet_comway,0,Y,Y,Y,N,Y,Y,N,N,N,N,N,N
4020,Seong Family Daycare Center,Gwanak-gu,"25, Nangok-ro 30-gil, Gwanak-gu, Seoul",02-863-2306,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
5285,Ace High-end Tower 5th,Geumcheon-gu,"226 Gasan Digital 1-ro, Geumcheon-gu, Seoul",,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4606,Gangdong Youth Center,Gangdong-gu,"47 Arisu-ro 93-gil, Gangdong-gu, Seoul",02-6252-1300,http://www.wagle.or.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
4611,Youth Center,Gangseo-gu,"26, Gomdalae-ro 57ga-gil, Gangseo-gu, Seoul",02-2061-1318,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
1755,Church of the Lord,Yeongdeungpo-gu,"436 Digital-ro, Yeongdeungpo-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3919,Hanno Daycare Center,Gangseo-gu,"11-11, Deungchon-ro 55-gil, Gangseo-gu, Seoul",02-2651-7280,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3926,Municipal Dunchon Daycare Center,Gangdong-gu,"129, Myeongil-ro, Gangdong-gu, Seoul",02-474-7445,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5366,Mega Venture Tower,Yeongdeungpo-gu,"60, Munrae-ro 20-gil, Yeongdeungpo-gu, Seoul",02-2632-4438,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4649,Korea Sports Association,Nowon-gu,"681 Hwarang-ro, Nowon-gu, Seoul",02-970-0021,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
